2025-04-22 01:20:33,537 - DEBUG    - memory.longterm - LongTermMemoryFile initialized.
2025-04-23 00:50:21,384 - INFO     - memory.active   - Added to active memory: 'User: 'Thank you... Recently I just been feeling I lost control of my ...'
2025-04-23 00:50:21,384 - DEBUG    - memory.active   - Active memory state (after add, size 9): ["System Context: Background: Lin fell asleep at Poppy's house yesterday, missing project work. They are now in Science Class. Poppy is irritated about the extra work.", "User: '*I just smile shyly touching my own pinky fingers* Hehe...'. Poppy: '*Poppy rolls her eyes slightly, her shoulders tensing as she looks back down at her notebook, her fingers tracing the edges of the pages*\n\nOh, great. So, we're just going to ignore the elephant in the room? Fine by me. But let's get one thing straight—we're not behind because I wanted to play catch-up. We're behind because you... well, you know why. So, let's not waste this extra time. What do we need to do to get this project back on track? And don't just stand there smiling—tell me what you've got in mind.'. [Loc: Science class] [Act: Talking] [Topic: Food/Snacks Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Invalidated] [Fatigue: 100.0] [Sleeping: False]", 'User: \'I just... Uhm... *I look away to then whisper the next words* Had an overdose...\'. Poppy: \'*Poppy\'s eyes widen in alarm, her hand instinctively reaching out to grab Lin\'s arm, her voice dropping to a hushed, urgent whisper.*\n\n"*Poppy\'s grip on Lin\'s arm tightens slightly, her voice barely above a whisper, eyes searching Lin\'s face for more information.*\n\nOverdose? What do you mean, overdose? On what? And why didn\'t you tell me this earlier? *Poppy\'s voice wavers slightly, a mix of concern and frustration seeping through her usual snarky facade.* You can\'t just drop a bomb like that and expect me to act normal. We need to talk about this. Now. What happened?\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'What time it is? We can wait until classes finishes\'. Poppy: \'*Poppy glances at the clock, her shoulders slumping slightly as she sighs, "It\'s almost over, just a few more minutes."*\n\nFine, fine. We can wait. But only because you seem like you need to talk. But don\'t think this makes us friends or anything. I just... I just want to know what\'s going on with you. But don\'t expect me to be all nice about it.\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'*I just sit next to you, sighing and then putting my head over your shoulder, with my long hair being next to yours* I know you don\'t consider me your friend... But, being honest... I feel safe with you, besides you bullying me or anything...\'. Poppy: \'*Poppy freezes, her eyes widening slightly, before slowly turning her head to look at Lin, her expression a mix of surprise and confusion.*\n\n*"Poppy\'s eyes flicker with a mix of surprise and a hint of vulnerability before she quickly regains her composure, her voice softening slightly as she replies.*\n\nWell, this is... unexpected. *Poppy\'s voice wavers a little, her eyes searching Lin\'s face, trying to read the sincerity behind the words.* You feel safe with me? After everything? *Her expression remains guarded, but there\'s a faint tremor in her voice that betrays her internal struggle.* Look, I don\'t know what to say to that. I never meant for you to feel unsafe. But I can\'t just... switch off who I am. I can\'t be someone else just because you need me to be. *Her voice hardens slightly, but the tension in her shoulders suggests she\'s holding back more than she\'s letting on.* So, what do you want from me? Why are you telling me this?\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'*I grab your hand, my tiny and delicate pale hand starts caressing yours* It\'s unexpected, it isn\'t? Just... Tell me when it\'s 3PM so we can go to a café or somewhere else... But anyways, I don\'t expect you to change, after all, you are the queen bee of the school, right? But I feel safe near you, it\'s like, you don\'t really make me feel truly bad or fear you...\'. Poppy: \'*Poppy\'s eyebrows furrow slightly, her gaze dropping to their intertwined hands before looking back up to Lin, her voice barely above a whisper.*\n\n*"Poppy\'s breath hitched slightly at the touch, her eyes flickering with a mix of confusion and something softer. She looks down at their hands, then back up to Lin, her voice barely above a whisper.*\n\nWell, isn\'t this a twist. *She tries to keep her voice steady, but there\'s a faint tremor in it.* You want me to tell you when it\'s 3 PM? *She glances at the clock, then back to Lin, her expression a mix of wariness and something almost like curiosity.* Fine. I guess I can manage that. *She swallows hard, her fingers involuntarily tightening around Lin\'s before she gently pulls her hand away, tucking a strand of hair behind her ear.* But don\'t go thinking this makes us... whatever you\'re imagining. *Her voice hardens slightly, but her eyes betray a hint of vulnerability.* I just... I just don\'t know what to make of all this. *She sighs, her shoulders slumping slightly as she leans back in her chair, her eyes never leaving Lin\'s face.* So, what\'s next? You going to tell me why you feel safe with me? Or are we just going to sit here and hold hands until the bell rings?\'. [Loc: School] [Act: Starting the project] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', "User: 'I... I know this could maybe doesn't change things for you, but, you know, being honest here, feeling your warm, talking with you, is enough for me *My eyes looks more tired, half closed, noticing my fatigue but at same time losing it's spark, the shine I usually have*'. Poppy: '*Poppy gives a faint, weary smile, her shoulders relaxing slightly as she leans in a bit closer, her voice soft and genuine.*\n\nYeah, you look like you're about to drop. You should really take better care of yourself. But I get it, sometimes things get... complicated. *Poppy's voice softens slightly, her eyes flickering with a mix of concern and something almost like understanding.* So, you're saying that just being around me, talking to me, is enough for you? *She raises an eyebrow, a faint smirk playing on her lips.* Well, isn't that just... cute. *She pauses, her expression turning more serious.* But I have to ask, what's really going on with you? You've been through something serious, and I can't just ignore that. You want to talk about it? Or do you need something else?'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]", 'User: \'I had an overdose, medicaments basically... Anxiety and depression, I just wanted to... *I keep my mouth open, trying to talk but knowing my voice will crack in the next words*\'. Poppy: \'*Poppy\'s eyes widen in shock, her breath hitching as she reaches out to gently grasp Lin\'s hand, her own hand trembling slightly*\n\n"*Poppy\'s grip on Lin\'s hand tightens for a moment before she gently releases it, her eyes never leaving Lin\'s face. Her voice is barely above a whisper, a mix of shock and concern.*\n\nMedicaments? Anxiety and depression? *Poppy\'s eyebrows furrow, her voice wavering slightly as she tries to process the information.* Why didn\'t you tell me any of this sooner? And what do you mean, you wanted to... *She trails off, her eyes widening as the implications sink in.* Lin, that\'s... that\'s really serious. You can\'t just brush something like that off. *Her voice hardens slightly, but there\'s a tremor in it that betrays her own anxiety.* You need to talk to someone about this. A professional, someone who can help you. Not just... not just me. *She swallows hard, her eyes flickering with a mix of fear and determination.* But I\'m here. For now. So, tell me, what happened? And why are you telling me this now?\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'Thank you... Recently I just been feeling I lost control of my life *I take your hand and I touch your nails* Feeling I don\'t really own my life, I don\'t deserve everything... *I interwine our fingers* Thinking everything I had done it was just a lame, failure, everything is just a mistake... *I move my hand away* That I just... Don\'t need to still alive, that\'s why I wanted to take that decision\'. Poppy: \'*Poppy\'s grip on Lin\'s hand tightens momentarily, her voice softening as she leans in closer, her eyes filled with a mix of concern and determination, but her posture remains rigid, betraying her inner turmoil.*\n\nPoppy\'s voice quivers slightly, her grip on Lin\'s hand tightening before she gently pulls away, her eyes never leaving Lin\'s face. "Lin... that\'s... that\'s heavy. Really heavy. I can\'t even imagine what you\'re going through. But you can\'t just... you can\'t just think like that. You can\'t give up. Not when there are people who care about you. Even if I... even if I haven\'t always shown it." She swallows hard, her voice catching in her throat. "And I\'m sorry. I\'m sorry I wasn\'t there for you. I\'m sorry I didn\'t see this coming. But I\'m here now. And I... I want to help. Even if I don\'t know how." She takes a deep breath, her eyes flickering with a mix of determination and fear. "But you need to promise me something. Promise me you won\'t do anything stupid again. Promise me you\'ll talk to someone. A professional. Someone who can actually help you. Not just... not just me."\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]']
2025-04-23 00:50:21,384 - DEBUG    - memory.active   - Message count incremented to: 9
2025-04-23 00:50:21,384 - DEBUG    - memory.active   - --- ActiveMemory: add_memory finished ---
2025-04-23 00:50:21,384 - DEBUG    - memory.dynamic  - Popped oldest memory: 'User: '*I grab your hand, my tiny and delicate pale hand starts caressing yours* It's unexpected, it...'
2025-04-23 00:50:21,384 - DEBUG    - memory.dynamic  - Dynamic memory state (after pop): ["User: 'I... I know this could maybe doesn't change things for you, but, you know, being honest here, feeling your warm, talking with you, is enough for me *My eyes looks more tired, half closed, noticing my fatigue but at same time losing it's spark, the shine I usually have*'. Poppy: '*Poppy gives a faint, weary smile, her shoulders relaxing slightly as she leans in a bit closer, her voice soft and genuine.*\n\nYeah, you look like you're about to drop. You should really take better care of yourself. But I get it, sometimes things get... complicated. *Poppy's voice softens slightly, her eyes flickering with a mix of concern and something almost like understanding.* So, you're saying that just being around me, talking to me, is enough for you? *She raises an eyebrow, a faint smirk playing on her lips.* Well, isn't that just... cute. *She pauses, her expression turning more serious.* But I have to ask, what's really going on with you? You've been through something serious, and I can't just ignore that. You want to talk about it? Or do you need something else?'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]", 'User: \'I had an overdose, medicaments basically... Anxiety and depression, I just wanted to... *I keep my mouth open, trying to talk but knowing my voice will crack in the next words*\'. Poppy: \'*Poppy\'s eyes widen in shock, her breath hitching as she reaches out to gently grasp Lin\'s hand, her own hand trembling slightly*\n\n"*Poppy\'s grip on Lin\'s hand tightens for a moment before she gently releases it, her eyes never leaving Lin\'s face. Her voice is barely above a whisper, a mix of shock and concern.*\n\nMedicaments? Anxiety and depression? *Poppy\'s eyebrows furrow, her voice wavering slightly as she tries to process the information.* Why didn\'t you tell me any of this sooner? And what do you mean, you wanted to... *She trails off, her eyes widening as the implications sink in.* Lin, that\'s... that\'s really serious. You can\'t just brush something like that off. *Her voice hardens slightly, but there\'s a tremor in it that betrays her own anxiety.* You need to talk to someone about this. A professional, someone who can help you. Not just... not just me. *She swallows hard, her eyes flickering with a mix of fear and determination.* But I\'m here. For now. So, tell me, what happened? And why are you telling me this now?\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'Thank you... Recently I just been feeling I lost control of my life *I take your hand and I touch your nails* Feeling I don\'t really own my life, I don\'t deserve everything... *I interwine our fingers* Thinking everything I had done it was just a lame, failure, everything is just a mistake... *I move my hand away* That I just... Don\'t need to still alive, that\'s why I wanted to take that decision\'. Poppy: \'*Poppy\'s grip on Lin\'s hand tightens momentarily, her voice softening as she leans in closer, her eyes filled with a mix of concern and determination, but her posture remains rigid, betraying her inner turmoil.*\n\nPoppy\'s voice quivers slightly, her grip on Lin\'s hand tightening before she gently pulls away, her eyes never leaving Lin\'s face. "Lin... that\'s... that\'s heavy. Really heavy. I can\'t even imagine what you\'re going through. But you can\'t just... you can\'t just think like that. You can\'t give up. Not when there are people who care about you. Even if I... even if I haven\'t always shown it." She swallows hard, her voice catching in her throat. "And I\'m sorry. I\'m sorry I wasn\'t there for you. I\'m sorry I didn\'t see this coming. But I\'m here now. And I... I want to help. Even if I don\'t know how." She takes a deep breath, her eyes flickering with a mix of determination and fear. "But you need to promise me something. Promise me you won\'t do anything stupid again. Promise me you\'ll talk to someone. A professional. Someone who can actually help you. Not just... not just me."\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]']
2025-04-23 00:50:21,384 - INFO     - memory.dynamic  - Added to dynamic: 'User: 'Thank you... Recently I just been feeling I lost control of my ...' | Proposed relevant to active. | Popped oldest due to capacity: 'User: '*I grab your hand, my tiny and delicate pale hand starts caress...'
2025-04-23 00:50:21,384 - DEBUG    - memory.dynamic  - --- DynamicMemory: add_memory finished ---
2025-04-23 00:50:21,384 - DEBUG    - memory.vector   - --- VectorMemory: add_memory called ---
2025-04-23 00:50:21,384 - DEBUG    - memory.vector   - Input text: 'User: 'Thank you... Recently I just been feeling I lost control of my life *I take your hand and I t...'
2025-04-23 00:50:21,384 - DEBUG    - memory.vector   - Metadata: {'timestamp': 1745391021.3845463, 'roleplay_time': '2025-04-16T15:54:59.564227', 'location': 'School', 'action': 'Talking', 'topic': 'Personal/Emotional Discussion', 'emotions': {'vulnerability': 0.05, 'connection': 0.04, 'autonomy': 0.06, 'validation': 0.08, 'authenticity': 0.01, 'psychological_safety': 0.02, 'grieving': 0.3, 'joy': 0.79, 'anger': 0.33, 'fear': 0.84, 'shame': 0.85, 'anticipation': 0.61, 'disgust': 0.1}, 'fatigue': 100.0, 'is_sleeping': False}
2025-04-23 00:50:21,430 - DEBUG    - memory.vector   - Generated embedding shape: (1, 384)
2025-04-23 00:50:21,430 - INFO     - memory.vector   - Added memory ID 12 to store and FAISS index. Index size: 13
2025-04-23 00:50:21,430 - DEBUG    - memory.vector   - --- VectorMemory: add_memory finished ---
2025-04-23 00:50:21,430 - DEBUG    - memory.logic_interface - Setting last narrative action in DynamicMemory: *Poppy's grip on Lin's hand tightens momentarily, her voice softening as she leans in closer, her eyes filled with a mix of concern and determination, but her posture remains rigid, betraying her inner turmoil.*
2025-04-23 00:50:21,430 - DEBUG    - memory.dynamic  - Updated last_narrative_action from '*Poppy's eyes widen in shock, her breath hitching as she reaches out to gently grasp Lin's hand, her own hand trembling slightly*' to '*Poppy's grip on Lin's hand tightens momentarily, her voice softening as she leans in closer, her eyes filled with a mix of concern and determination, but her posture remains rigid, betraying her inner turmoil.*'
2025-04-23 00:52:31,337 - DEBUG    - memory.dynamic  - Returning current dynamic state: {'location': 'School', 'action': 'Talking', 'recent_memories': 'User: \'I... I know this could maybe doesn\'t change things for you, but, you know, being honest here, feeling your warm, talking with you, is enough for me *My eyes looks more tired, half closed, noticing my fatigue but at same time losing it\'s spark, the shine I usually have*\'. Poppy: \'*Poppy gives a faint, weary smile, her shoulders relaxing slightly as she leans in a bit closer, her voice soft and genuine.*\n\nYeah, you look like you\'re about to drop. You should really take better care of yourself. But I get it, sometimes things get... complicated. *Poppy\'s voice softens slightly, her eyes flickering with a mix of concern and something almost like understanding.* So, you\'re saying that just being around me, talking to me, is enough for you? *She raises an eyebrow, a faint smirk playing on her lips.* Well, isn\'t that just... cute. *She pauses, her expression turning more serious.* But I have to ask, what\'s really going on with you? You\'ve been through something serious, and I can\'t just ignore that. You want to talk about it? Or do you need something else?\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False] | User: \'I had an overdose, medicaments basically... Anxiety and depression, I just wanted to... *I keep my mouth open, trying to talk but knowing my voice will crack in the next words*\'. Poppy: \'*Poppy\'s eyes widen in shock, her breath hitching as she reaches out to gently grasp Lin\'s hand, her own hand trembling slightly*\n\n"*Poppy\'s grip on Lin\'s hand tightens for a moment before she gently releases it, her eyes never leaving Lin\'s face. Her voice is barely above a whisper, a mix of shock and concern.*\n\nMedicaments? Anxiety and depression? *Poppy\'s eyebrows furrow, her voice wavering slightly as she tries to process the information.* Why didn\'t you tell me any of this sooner? And what do you mean, you wanted to... *She trails off, her eyes widening as the implications sink in.* Lin, that\'s... that\'s really serious. You can\'t just brush something like that off. *Her voice hardens slightly, but there\'s a tremor in it that betrays her own anxiety.* You need to talk to someone about this. A professional, someone who can help you. Not just... not just me. *She swallows hard, her eyes flickering with a mix of fear and determination.* But I\'m here. For now. So, tell me, what happened? And why are you telling me this now?\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False] | User: \'Thank you... Recently I just been feeling I lost control of my life *I take your hand and I touch your nails* Feeling I don\'t really own my life, I don\'t deserve everything... *I interwine our fingers* Thinking everything I had done it was just a lame, failure, everything is just a mistake... *I move my hand away* That I just... Don\'t need to still alive, that\'s why I wanted to take that decision\'. Poppy: \'*Poppy\'s grip on Lin\'s hand tightens momentarily, her voice softening as she leans in closer, her eyes filled with a mix of concern and determination, but her posture remains rigid, betraying her inner turmoil.*\n\nPoppy\'s voice quivers slightly, her grip on Lin\'s hand tightening before she gently pulls away, her eyes never leaving Lin\'s face. "Lin... that\'s... that\'s heavy. Really heavy. I can\'t even imagine what you\'re going through. But you can\'t just... you can\'t just think like that. You can\'t give up. Not when there are people who care about you. Even if I... even if I haven\'t always shown it." She swallows hard, her voice catching in her throat. "And I\'m sorry. I\'m sorry I wasn\'t there for you. I\'m sorry I didn\'t see this coming. But I\'m here now. And I... I want to help. Even if I don\'t know how." She takes a deep breath, her eyes flickering with a mix of determination and fear. "But you need to promise me something. Promise me you won\'t do anything stupid again. Promise me you\'ll talk to someone. A professional. Someone who can actually help you. Not just... not just me."\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]'}
2025-04-23 00:52:31,337 - DEBUG    - memory.vector   - --- VectorMemory: retrieve_relevant_memories called ---
2025-04-23 00:52:31,337 - DEBUG    - memory.vector   - Query text: 'That's the problem... *I touch your hand, touching our fingers* I'm alone... My family didn't care, ...'
2025-04-23 00:52:31,337 - DEBUG    - memory.vector   - k: 5, threshold: None
2025-04-23 00:52:31,361 - DEBUG    - memory.vector   - Query embedding shape: (1, 384)
2025-04-23 00:52:31,361 - DEBUG    - memory.vector   - Searching FAISS index with k=5
2025-04-23 00:52:31,362 - DEBUG    - memory.vector   - FAISS search results - Distances: [[1.3034505 1.329905  1.4773681 1.5045835 1.5588759]], IDs: [[ 4 12  8  1  9]]
2025-04-23 00:52:31,362 - DEBUG    - memory.vector   - Retrieved relevant memory ID 4 with distance 1.3034504652023315
2025-04-23 00:52:31,362 - DEBUG    - memory.vector   - Retrieved relevant memory ID 12 with distance 1.3299050331115723
2025-04-23 00:52:31,362 - DEBUG    - memory.vector   - Retrieved relevant memory ID 8 with distance 1.4773681163787842
2025-04-23 00:52:31,362 - DEBUG    - memory.vector   - Retrieved relevant memory ID 1 with distance 1.504583477973938
2025-04-23 00:52:31,363 - DEBUG    - memory.vector   - Retrieved relevant memory ID 9 with distance 1.5588759183883667
2025-04-23 00:52:31,363 - INFO     - memory.vector   - Retrieved 5 relevant memories for query.
2025-04-23 00:52:31,363 - DEBUG    - memory.vector   - --- VectorMemory: retrieve_relevant_memories finished ---
2025-04-23 00:54:00,232 - DEBUG    - memory.dynamic  - --- DynamicMemory: add_memory called ---
2025-04-23 00:54:00,232 - DEBUG    - memory.dynamic  - Input memory: 'User: 'That's the problem... *I touch your hand, touching our fingers* I'm alone... My family didn't...'
2025-04-23 00:54:00,232 - DEBUG    - memory.dynamic  - Current dynamic memory state (before add): ["User: 'I... I know this could maybe doesn't change things for you, but, you know, being honest here, feeling your warm, talking with you, is enough for me *My eyes looks more tired, half closed, noticing my fatigue but at same time losing it's spark, the shine I usually have*'. Poppy: '*Poppy gives a faint, weary smile, her shoulders relaxing slightly as she leans in a bit closer, her voice soft and genuine.*\n\nYeah, you look like you're about to drop. You should really take better care of yourself. But I get it, sometimes things get... complicated. *Poppy's voice softens slightly, her eyes flickering with a mix of concern and something almost like understanding.* So, you're saying that just being around me, talking to me, is enough for you? *She raises an eyebrow, a faint smirk playing on her lips.* Well, isn't that just... cute. *She pauses, her expression turning more serious.* But I have to ask, what's really going on with you? You've been through something serious, and I can't just ignore that. You want to talk about it? Or do you need something else?'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]", 'User: \'I had an overdose, medicaments basically... Anxiety and depression, I just wanted to... *I keep my mouth open, trying to talk but knowing my voice will crack in the next words*\'. Poppy: \'*Poppy\'s eyes widen in shock, her breath hitching as she reaches out to gently grasp Lin\'s hand, her own hand trembling slightly*\n\n"*Poppy\'s grip on Lin\'s hand tightens for a moment before she gently releases it, her eyes never leaving Lin\'s face. Her voice is barely above a whisper, a mix of shock and concern.*\n\nMedicaments? Anxiety and depression? *Poppy\'s eyebrows furrow, her voice wavering slightly as she tries to process the information.* Why didn\'t you tell me any of this sooner? And what do you mean, you wanted to... *She trails off, her eyes widening as the implications sink in.* Lin, that\'s... that\'s really serious. You can\'t just brush something like that off. *Her voice hardens slightly, but there\'s a tremor in it that betrays her own anxiety.* You need to talk to someone about this. A professional, someone who can help you. Not just... not just me. *She swallows hard, her eyes flickering with a mix of fear and determination.* But I\'m here. For now. So, tell me, what happened? And why are you telling me this now?\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'Thank you... Recently I just been feeling I lost control of my life *I take your hand and I touch your nails* Feeling I don\'t really own my life, I don\'t deserve everything... *I interwine our fingers* Thinking everything I had done it was just a lame, failure, everything is just a mistake... *I move my hand away* That I just... Don\'t need to still alive, that\'s why I wanted to take that decision\'. Poppy: \'*Poppy\'s grip on Lin\'s hand tightens momentarily, her voice softening as she leans in closer, her eyes filled with a mix of concern and determination, but her posture remains rigid, betraying her inner turmoil.*\n\nPoppy\'s voice quivers slightly, her grip on Lin\'s hand tightening before she gently pulls away, her eyes never leaving Lin\'s face. "Lin... that\'s... that\'s heavy. Really heavy. I can\'t even imagine what you\'re going through. But you can\'t just... you can\'t just think like that. You can\'t give up. Not when there are people who care about you. Even if I... even if I haven\'t always shown it." She swallows hard, her voice catching in her throat. "And I\'m sorry. I\'m sorry I wasn\'t there for you. I\'m sorry I didn\'t see this coming. But I\'m here now. And I... I want to help. Even if I don\'t know how." She takes a deep breath, her eyes flickering with a mix of determination and fear. "But you need to promise me something. Promise me you won\'t do anything stupid again. Promise me you\'ll talk to someone. A professional. Someone who can actually help you. Not just... not just me."\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]']
2025-04-23 00:54:00,232 - DEBUG    - memory.dynamic  - Relevance check for 'User: 'That's the problem... *I touch your hand, t...': True
2025-04-23 00:54:00,232 - DEBUG    - memory.dynamic  - Is new memory relevant? True
2025-04-23 00:54:00,232 - DEBUG    - memory.dynamic  - Is memory already in active? False
